央视频道,#genre#
CCTV16,https://iptv.catvod.com/live.php?id=CCTV16#http://1.24.39.180:9003/hls/60/index.m3u8#http://101.35.240.114:88/live.php?id=CCTV16#http://111.162.204.74:8686/rtp/225.1.2.237:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226887/1.m3u8#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226399/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226887/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226399/1.m3u8
CCTV17,https://iptv.catvod.com/live.php?id=CCTV17#https://live.chinacert.cftest5.cn/mg/?id=673168256#http://1.24.39.180:9003/hls/61/index.m3u8#http://www.lnlee.top:65535/udp/239.81.0.228:4056#http://223.167.230.235:4022/rtp/239.45.3.52:5140#http://111.162.204.74:8686/rtp/225.1.2.52:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226459/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226459/1.m3u8
CCTV4K,http://www.lnlee.top:65535/udp/239.81.0.196:4056#http://www.lnlee.top:65535/udp/239.81.0.69:4056#http://www.lnlee.top:65535/udp/239.81.0.71:4056
CCTV第一剧场,http://111.162.204.74:8686/rtp/225.1.2.175:5002
CCTV怀旧剧场,http://111.162.204.74:8686/rtp/225.1.2.173:5002
CCTV风云剧场,http://111.162.204.74:8686/rtp/225.1.2.174:5002
CCTV风云音乐,http://sh.lnott.top:880/dx73.m3u8#http://111.162.204.74:8686/rtp/225.1.2.176:5002
CCTV兵器科技,http://sh.lnott.top:880/dx81.m3u8#http://111.162.204.74:8686/rtp/225.1.2.166:5002
CCTV风云足球,http://sh.lnott.top:880/dx71.m3u8#http://111.162.204.74:8686/rtp/225.1.2.168:5002
CCTV高尔夫网球,http://111.162.204.74:8686/rtp/225.1.2.169:5002
CCTV央视台球,http://111.162.204.74:8686/rtp/225.1.2.170:5002
CCTV女性时尚,http://111.162.204.74:8686/rtp/225.1.2.172:5002
CCTV电视指南,http://111.162.204.74:8686/rtp/225.1.2.167:5002
CCTV央视文化精品,http://111.162.204.74:8686/rtp/225.1.2.177:5002
CCTV世界地理,http://111.162.204.74:8686/rtp/225.1.2.171:5002
CETV早期教育,http://111.162.204.74:8686/rtp/225.1.2.207:5002
CETV1,http://223.167.230.235:4022/rtp/239.45.1.125:5140#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226494/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226494/1.m3u8
CETV2,http://223.167.230.235:4022/rtp/239.45.1.52:5140
CETV4,http://223.167.230.235:4022/rtp/239.45.1.50:5140
卫视频道,#genre#
重温经典,http://101.35.240.114:88/live.php?id=%E9%87%8D%E6%B8%A9%E7%BB%8F%E5%85%B8
湖南卫视,https://iptv.catvod.com/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86%E5%8F%B0#http://223.167.230.235:4022/rtp/239.45.3.228:5140#http://61.163.181.78:85/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0#https://my5353.com/YzLE0P#http://58.17.116.69:9903/tsfile/live/0128_2.m3u8?key=txiptv&playlive=0&authid=0#http://101.35.240.114:88/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86#http://101.35.240.114:88/live.php?id=%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%864K#http://antvlive.ab5c6921.cdnviet.com/antv/playlist.m3u8#http://www.lnlee.top:65535/udp/239.81.0.110:4056#http://111.162.204.74:8686/rtp/225.1.1.114:5002
浙江卫视,http://223.167.230.235:4022/rtp/239.45.3.178:5140#http://ali-vl.cztv.com/channels/lantian/channel001/360p.m3u8#http://112.6.239.227:8207/hls/16/index.m3u8#http://58.17.116.69:9903/tsfile/live/0124_2.m3u8?key=txiptv&playlive=0&authid=0#http://101.35.240.114:88/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%864K#http://101.35.240.114:88/live.php?id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86#http://www.lnlee.top:65535/udp/239.81.0.108:4056#http://111.162.204.74:8686/rtp/225.1.1.112:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226365/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226365/1.m3u8
东方卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86%E5%8F%B0#https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8#http://111.162.204.74:8686/rtp/225.1.2.31:5002#http://223.167.230.235:4022/rtp/239.45.3.146:5140#https://live.chinacert.cftest5.cn/mg/?id=651632648#https://live.chinacert.cftest5.cn/mg/?id=651632648#http://gfr.x3322.net:9901/tsfile/live/1085_1.m3u8#http://36.32.174.67:60080/newlive/live/hls/24/live.m3u8#http://101.35.240.114:88/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%864K#http://101.35.240.114:88/live.php?id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86
北京卫视,https://iptv.catvod.com/live.php?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86%E5%8F%B0#http://223.167.230.235:4022/rtp/239.45.3.229:5140#https://live.chinacert.cftest5.cn/zgst/?id=beijing#http://58.17.116.69:9903/tsfile/live/0122_2.m3u8?key=txiptv&playlive=0&authid=0#http://101.35.240.114:88/live.php?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86#http://101.35.240.114:88/live.php?id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86#http://www.lnlee.top:65535/udp/239.81.0.109:4056#http://111.162.204.74:8686/rtp/225.1.1.113:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226367/1.m3u8
江苏卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86%E5%8F%B0#https://live.chinacert.cftest5.cn/mg/?id=623899368#https://live.chinacert.cftest5.cn/mg/?id=623899368#http://gfr.x3322.net:9901/tsfile/live/1086_1.m3u8#https://svipsvip.ffzyread1.com/20250101/34720_0d5e4b60/index.m3u8#http://sh.lnott.top:880/dx33.m3u8#http://58.17.116.69:9903/tsfile/live/0127_2.m3u8?key=txiptv&playlive=0&authid=0#http://101.35.240.114:88/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%864K#http://101.35.240.114:88/live.php?id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86#http://www.lnlee.top:65535/udp/239.81.0.106:4056
安徽卫视,https://iptv.catvod.com/live.php?id=%E5%AE%89%E5%BE%BD%E5%8D%AB%E8%A7%86%E5%8F%B0#http://112.6.239.227:8207/hls/19/index.m3u8#http://58.17.116.69:9903/tsfile/live/0130_2.m3u8?key=txiptv&playlive=0&authid=0#http://101.35.240.114:88/live.php?id=%E5%AE%89%E5%BE%BD%E5%8D%AB%E8%A7%86#http://www.lnlee.top:65535/udp/239.81.0.211:4056#http://223.167.230.235:4022/rtp/239.45.1.120:5140#http://111.162.204.74:8686/rtp/225.1.1.127:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226499/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226499/1.m3u8
重庆卫视,https://iptv.catvod.com/live.php?id=%E9%87%8D%E5%BA%86%E5%8D%AB%E8%A7%86%E5%8F%B0#http://112.27.235.94:8000/hls/36/index.m3u8#http://36.32.174.67:60080/newlive/live/hls/34/live.m3u8#http://58.17.116.69:9903/tsfile/live/0142_2.m3u8?key=txiptv&playlive=0&authid=0#http://223.167.230.235:4022/rtp/239.45.1.84:5140#http://111.162.204.74:8686/rtp/225.1.1.155:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226569/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226569/1.m3u8
四川卫视,https://iptv.catvod.com/live.php?id=%E5%9B%9B%E5%B7%9D%E5%8D%AB%E8%A7%86%E5%8F%B0#http://223.167.230.235:4022/rtp/239.45.1.83:5140#http://112.6.239.227:8207/hls/27/index.m3u8#http://www.lnlee.top:65535/udp/239.81.0.130:4056#http://58.17.116.69:9903/tsfile/live/0123_2.m3u8?key=txiptv&playlive=0&authid=0#http://101.35.240.114:88/live.php?id=%E5%9B%9B%E5%B7%9D%E5%8D%AB%E8%A7%864K#http://111.162.204.74:8686/rtp/225.1.1.123:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226995/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226995/1.m3u8
东南卫视,https://iptv.catvod.com/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86%E5%8F%B0#http://live.zohi.tv/video/s10001-fztv-3/index.m3u8#http://112.27.235.94:8000/hls/38/index.m3u8#http://36.32.174.67:60080/newlive/live/hls/33/live.m3u8#http://112.6.239.227:8207/hls/23/index.m3u8#http://101.35.240.114:88/live.php?id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86#http://www.lnlee.top:65535/udp/239.81.0.215:4056#http://223.167.230.235:4022/rtp/239.45.1.121:5140#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226496/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226496/1.m3u8
深圳卫视,https://iptv.catvod.com/live.php?id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86%E5%8F%B0#http://223.167.230.235:4022/rtp/239.45.3.231:5140#https://cdn3.163189.xyz/163189/szws4k#https://live.chinacert.cftest5.cn/zgst/?id=shenzhen#http://112.6.239.227:8207/hls/21/index.m3u8#http://101.35.240.114:88/live.php?id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86#http://101.35.240.114:88/live.php?id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86#http://www.lnlee.top:65535/udp/239.81.0.103:4056#http://111.162.204.74:8686/rtp/225.1.1.117:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226495/1.m3u8
广东卫视,http://111.162.204.74:8686/rtp/225.1.1.116:5002#https://live.chinacert.cftest5.cn/mg/?id=608831231#https://live.chinacert.cftest5.cn/mg/?id=608831231#http://223.167.230.235:4022/rtp/239.45.3.230:5140#http://112.6.239.227:8207/hls/22/index.m3u8#http://112.27.235.94:8000/hls/30/index.m3u8#http://101.35.240.114:88/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%864K#http://101.35.240.114:88/live.php?id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226508/1.m3u8#http://www.lnlee.top:65535/udp/239.81.0.104:4056
广西卫视,http://223.167.230.235:4022/rtp/239.45.0.5:5140#http://111.162.204.74:8686/rtp/225.1.2.81:5002#http://sh.lnott.top:880/dx41.m3u8#http://cssbyd.imwork.net:8082/hls/33/index.m3u8#http://36.32.174.67:60080/newlive/live/hls/38/live.m3u8#http://112.6.239.227:8207/hls/32/index.m3u8#https://hlscdn.liangtv.cn/live/de0f97348eb84f62aa6b7d8cf0430770/dd505d87880c478f901f38560ca4d4e6.m3u8#http://www.lnlee.top:65535/udp/239.81.0.107:4056#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8
甘肃卫视,http://111.162.204.74:8686/rtp/225.1.1.30:5002#http://sh.lnott.top:880/dx56.m3u8#http://cssbyd.imwork.net:8082/hls/48/index.m3u8#http://www.lnlee.top:65535/udp/239.81.0.207:4056#http://223.167.230.235:4022/rtp/239.45.1.234:5140#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227020/1.m3u8
贵州卫视,http://sh.lnott.top:880/dx50.m3u8#http://223.167.230.235:4022/rtp/239.45.1.80:5140#http://111.162.204.74:8686/rtp/225.1.2.28:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226497/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226497/1.m3u8
河北卫视,http://111.162.204.74:8686/rtp/225.1.2.27:5002#http://223.167.230.235:4022/rtp/239.45.1.44:5140#https://jwplay.hebyun.com.cn/live/hbwstv/1500k/tzwj_video.m3u8#http://112.27.235.94:8000/hls/39/index.m3u8#http://36.32.174.67:60080/newlive/live/hls/36/live.m3u8#http://112.6.239.227:8207/hls/28/index.m3u8#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226507/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226507/1.m3u8
河南卫视,http://111.162.204.74:8686/rtp/225.1.2.61:5002#http://223.167.230.235:4022/rtp/239.45.0.3:5140#https://live.chinacert.cftest5.cn/mg/?id=790187291#http://112.6.239.227:8207/hls/31/index.m3u8#http://223.167.230.235:4022/rtp/239.45.0.3:5140
黑龙江卫视,https://iptv.catvod.com/live.php?id=%E9%BB%91%E9%BE%99%E6%B1%9F%E5%8D%AB%E8%A7%86%E5%8F%B0#http://223.167.230.235:4022/rtp/239.45.3.232:5140#http://www.lnlee.top:65535/udp/239.81.0.105:4056#http://111.162.204.74:8686/rtp/225.1.1.115:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226498/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226498/1.m3u8
湖北卫视,http://111.162.204.74:8686/rtp/225.1.1.147:5002#https://live.chinacert.cftest5.cn/mg/?id=947472496#https://live.chinacert.cftest5.cn/mg/?id=947472496#http://gfr.x3322.net:9901/tsfile/live/1088_1.m3u8#http://112.6.239.227:8207/hls/25/index.m3u8#http://101.35.240.114:88/live.php?id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86#http://www.lnlee.top:65535/udp/239.81.0.112:4056#http://223.167.230.235:4022/rtp/239.45.3.239:5140#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226503/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226503/1.m3u8
江西卫视,https://iptv.catvod.com/live.php?id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86%E5%8F%B0#https://live.chinacert.cftest5.cn/mg/?id=783847495#https://live.chinacert.cftest5.cn/mg/?id=783847495#http://36.32.174.67:60080/newlive/live/hls/22/live.m3u8#http://112.6.239.227:8207/hls/29/index.m3u8#http://pa.kuangdeng.top:8081/hls/30/index.m3u8#http://111.162.204.74:8686/rtp/225.1.2.29:5002#http://101.35.240.114:88/live.php?id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86#http://www.lnlee.top:65535/udp/239.81.0.204:4056#http://223.167.230.235:4022/rtp/239.45.1.122:5140
吉林卫视,https://iptv.catvod.com/live.php?id=%E5%90%89%E6%9E%97%E5%8D%AB%E8%A7%86%E5%8F%B0#http://223.167.230.235:4022/rtp/239.45.0.6:5140#https://live.chinacert.cftest5.cn/mg/?id=947472500#http://112.6.239.227:8207/hls/30/index.m3u8#http://111.162.204.74:8686/rtp/225.1.2.26:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227015/1.m3u8#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221227015/1.m3u8
内蒙古卫视,https://iptv.catvod.com/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86%E5%8F%B0#http://223.167.230.235:4022/rtp/239.45.1.238:5140#http://cssbyd.imwork.net:8082/hls/44/index.m3u8#http://112.27.235.94:8000/hls/49/index.m3u8#http://101.35.240.114:88/live.php?id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86#http://111.162.204.74:8686/rtp/225.1.1.32:5002
辽宁卫视,https://iptv.catvod.com/live.php?id=%E8%BE%BD%E5%AE%81%E5%8D%AB%E8%A7%86%E5%8F%B0#http://223.167.230.235:4022/rtp/239.45.1.123:5140#https://live.chinacert.cftest5.cn/mg/?id=630291707#http://58.17.116.69:9903/tsfile/live/0121_2.m3u8?key=txiptv&playlive=0&authid=0#http://111.162.204.74:8686/rtp/225.1.1.154:5002#http://111.62.54.131:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226500/1.m3u8#http://www.lnlee.top:65535/udp/239.81.0.210:4056#http://183.214.23.16:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226500/1.m3u8
宁夏卫视,http://223.167.230.235:4022/rtp/239.45.1.213:5140#http://36.32.174.67:60080/newlive/live/hls/49/live.m3u8#http://111.162.204.74:8686/rtp/225.1.1.56:5002
